parent,parenttype,parentfield,item_code,qty,uom,warehouse,rate
DN-DEMO-000093,Delivery Note,items,BIO-00193,4,Nos,Central Warehouse - ENXI,254567
DN-DEMO-000094,Delivery Note,items,BIO-00199,3,Nos,Central Warehouse - ENXI,1790442
DN-DEMO-000095,Delivery Note,items,BIO-00027,2,Nos,Central Warehouse - ENXI,3184646
DN-DEMO-000096,Delivery Note,items,BIO-00111,3,Nos,Central Warehouse - ENXI,1325255
DN-DEMO-000097,Delivery Note,items,BIO-00145,2,Nos,Central Warehouse - ENXI,2687663
DN-DEMO-000098,Delivery Note,items,BIO-00133,4,Nos,Central Warehouse - ENXI,2183516
DN-DEMO-000099,Delivery Note,items,BIO-00353,4,Nos,Central Warehouse - ENXI,3184019
DN-DEMO-000100,Delivery Note,items,BIO-00414,2,Nos,Central Warehouse - ENXI,1025717
DN-DEMO-000101,Delivery Note,items,BIO-00322,1,Nos,Central Warehouse - ENXI,2878073
DN-DEMO-000102,Delivery Note,items,BIO-00101,2,Nos,Central Warehouse - ENXI,1605179
DN-DEMO-000103,Delivery Note,items,BIO-00394,4,Nos,Central Warehouse - ENXI,422358
DN-DEMO-000104,Delivery Note,items,BIO-00412,1,Nos,Central Warehouse - ENXI,1931116
DN-DEMO-000105,Delivery Note,items,BIO-00476,1,Nos,Central Warehouse - ENXI,1922759
DN-DEMO-000106,Delivery Note,items,BIO-00144,3,Nos,Central Warehouse - ENXI,1983507
DN-DEMO-000107,Delivery Note,items,BIO-00500,4,Nos,Central Warehouse - ENXI,775863
DN-DEMO-000108,Delivery Note,items,SPR-00012,2,Nos,Central Warehouse - ENXI,1677910
DN-DEMO-000109,Delivery Note,items,SPR-00001,4,Nos,Central Warehouse - ENXI,2307302
DN-DEMO-000110,Delivery Note,items,BIO-00403,1,Nos,Central Warehouse - ENXI,2186747
DN-DEMO-000111,Delivery Note,items,BIO-00330,5,Nos,Central Warehouse - ENXI,2098434
DN-DEMO-000112,Delivery Note,items,BIO-00300,3,Nos,Central Warehouse - ENXI,3336474
DN-DEMO-000113,Delivery Note,items,BIO-00442,3,Nos,Central Warehouse - ENXI,2622264
DN-DEMO-000114,Delivery Note,items,BIO-00397,3,Nos,Central Warehouse - ENXI,2776562
DN-DEMO-000115,Delivery Note,items,BIO-00147,5,Nos,Central Warehouse - ENXI,3039960
DN-DEMO-000116,Delivery Note,items,BIO-00071,5,Nos,Central Warehouse - ENXI,1535377
DN-DEMO-000117,Delivery Note,items,BIO-00098,4,Nos,Central Warehouse - ENXI,3195327
DN-DEMO-000118,Delivery Note,items,BIO-00450,3,Nos,Central Warehouse - ENXI,165328
DN-DEMO-000119,Delivery Note,items,BIO-00448,2,Nos,Central Warehouse - ENXI,2047320
DN-DEMO-000120,Delivery Note,items,BIO-00285,4,Nos,Central Warehouse - ENXI,2388629
DN-DEMO-000121,Delivery Note,items,BIO-00145,1,Nos,Central Warehouse - ENXI,1162071
DN-DEMO-000122,Delivery Note,items,BIO-00012,4,Nos,Central Warehouse - ENXI,1816852
DN-DEMO-000123,Delivery Note,items,BIO-00182,1,Nos,Central Warehouse - ENXI,1342371
DN-DEMO-000124,Delivery Note,items,BIO-00274,3,Nos,Central Warehouse - ENXI,887691
DN-DEMO-000125,Delivery Note,items,BIO-00046,1,Nos,Central Warehouse - ENXI,1379972
DN-DEMO-000126,Delivery Note,items,BIO-00288,2,Nos,Central Warehouse - ENXI,2783598
DN-DEMO-000127,Delivery Note,items,BIO-00107,1,Nos,Central Warehouse - ENXI,2658816
DN-DEMO-000128,Delivery Note,items,BIO-00030,1,Nos,Central Warehouse - ENXI,2748404
DN-DEMO-000129,Delivery Note,items,BIO-00024,5,Nos,Central Warehouse - ENXI,1215023
DN-DEMO-000130,Delivery Note,items,BIO-00018,4,Nos,Central Warehouse - ENXI,1612800
DN-DEMO-000131,Delivery Note,items,BIO-00183,5,Nos,Central Warehouse - ENXI,679209
DN-DEMO-000132,Delivery Note,items,BIO-00428,3,Nos,Central Warehouse - ENXI,3079761
DN-DEMO-000133,Delivery Note,items,BIO-00176,2,Nos,Central Warehouse - ENXI,2253409
DN-DEMO-000134,Delivery Note,items,BIO-00171,4,Nos,Central Warehouse - ENXI,1582837
DN-DEMO-000135,Delivery Note,items,BIO-00176,2,Nos,Central Warehouse - ENXI,890055
DN-DEMO-000136,Delivery Note,items,BIO-00067,4,Nos,Central Warehouse - ENXI,1852868
DN-DEMO-000137,Delivery Note,items,BIO-00370,1,Nos,Central Warehouse - ENXI,204430
DN-DEMO-000138,Delivery Note,items,BIO-00285,1,Nos,Central Warehouse - ENXI,2443353
DN-DEMO-000139,Delivery Note,items,BIO-00041,1,Nos,Central Warehouse - ENXI,301364
DN-DEMO-000140,Delivery Note,items,BIO-00126,3,Nos,Central Warehouse - ENXI,2503308
DN-DEMO-000141,Delivery Note,items,BIO-00387,3,Nos,Central Warehouse - ENXI,1817543
DN-DEMO-000142,Delivery Note,items,BIO-00041,5,Nos,Central Warehouse - ENXI,2941699
DN-DEMO-000143,Delivery Note,items,BIO-00353,5,Nos,Central Warehouse - ENXI,2431092
DN-DEMO-000144,Delivery Note,items,BIO-00423,4,Nos,Central Warehouse - ENXI,1368513
DN-DEMO-000145,Delivery Note,items,BIO-00045,5,Nos,Central Warehouse - ENXI,476989
DN-DEMO-000146,Delivery Note,items,BIO-00163,5,Nos,Central Warehouse - ENXI,951928
DN-DEMO-000147,Delivery Note,items,BIO-00276,3,Nos,Central Warehouse - ENXI,1735242
DN-DEMO-000148,Delivery Note,items,BIO-00040,3,Nos,Central Warehouse - ENXI,3112539
DN-DEMO-000149,Delivery Note,items,BIO-00287,4,Nos,Central Warehouse - ENXI,1832789
DN-DEMO-000150,Delivery Note,items,BIO-00308,4,Nos,Central Warehouse - ENXI,2193799
DN-DEMO-000151,Delivery Note,items,BIO-00389,1,Nos,Central Warehouse - ENXI,1227190
DN-DEMO-000152,Delivery Note,items,BIO-00283,5,Nos,Central Warehouse - ENXI,1776412
DN-DEMO-000153,Delivery Note,items,BIO-00390,4,Nos,Central Warehouse - ENXI,2346633
DN-DEMO-000154,Delivery Note,items,BIO-00409,5,Nos,Central Warehouse - ENXI,116365
DN-DEMO-000155,Delivery Note,items,BIO-00191,2,Nos,Central Warehouse - ENXI,1597111
DN-DEMO-000156,Delivery Note,items,BIO-00176,5,Nos,Central Warehouse - ENXI,2508562
DN-DEMO-000157,Delivery Note,items,BIO-00009,5,Nos,Central Warehouse - ENXI,2742339
DN-DEMO-000158,Delivery Note,items,BIO-00035,3,Nos,Central Warehouse - ENXI,3062890
DN-DEMO-000159,Delivery Note,items,BIO-00406,2,Nos,Central Warehouse - ENXI,2951013
DN-DEMO-000160,Delivery Note,items,BIO-00002,2,Nos,Central Warehouse - ENXI,2458585
DN-DEMO-000161,Delivery Note,items,BIO-00096,4,Nos,Central Warehouse - ENXI,1823406
DN-DEMO-000162,Delivery Note,items,BIO-00484,1,Nos,Central Warehouse - ENXI,1373494
DN-DEMO-000163,Delivery Note,items,BIO-00476,4,Nos,Central Warehouse - ENXI,2903842
DN-DEMO-000164,Delivery Note,items,BIO-00366,5,Nos,Central Warehouse - ENXI,1821384
DN-DEMO-000165,Delivery Note,items,BIO-00080,1,Nos,Central Warehouse - ENXI,1112739
DN-DEMO-000166,Delivery Note,items,BIO-00182,1,Nos,Central Warehouse - ENXI,957150
DN-DEMO-000167,Delivery Note,items,BIO-00319,4,Nos,Central Warehouse - ENXI,1627462
DN-DEMO-000168,Delivery Note,items,BIO-00158,4,Nos,Central Warehouse - ENXI,1339867
DN-DEMO-000169,Delivery Note,items,BIO-00491,2,Nos,Central Warehouse - ENXI,944284
DN-DEMO-000170,Delivery Note,items,BIO-00349,1,Nos,Central Warehouse - ENXI,1112544
DN-DEMO-000171,Delivery Note,items,BIO-00422,5,Nos,Central Warehouse - ENXI,1474319
DN-DEMO-000172,Delivery Note,items,BIO-00134,4,Nos,Central Warehouse - ENXI,1305071
DN-DEMO-000173,Delivery Note,items,BIO-00470,2,Nos,Central Warehouse - ENXI,61168
DN-DEMO-000174,Delivery Note,items,BIO-00168,5,Nos,Central Warehouse - ENXI,1150818
DN-DEMO-000175,Delivery Note,items,BIO-00053,1,Nos,Central Warehouse - ENXI,3180227
DN-DEMO-000176,Delivery Note,items,BIO-00086,2,Nos,Central Warehouse - ENXI,3334521
DN-DEMO-000177,Delivery Note,items,BIO-00293,2,Nos,Central Warehouse - ENXI,1548829
DN-DEMO-000178,Delivery Note,items,BIO-00322,4,Nos,Central Warehouse - ENXI,1784847
DN-DEMO-000179,Delivery Note,items,BIO-00490,4,Nos,Central Warehouse - ENXI,2059348
DN-DEMO-000180,Delivery Note,items,BIO-00049,2,Nos,Central Warehouse - ENXI,428211
DN-DEMO-000181,Delivery Note,items,BIO-00188,1,Nos,Central Warehouse - ENXI,2170147
DN-DEMO-000182,Delivery Note,items,BIO-00097,1,Nos,Central Warehouse - ENXI,642882
DN-DEMO-000183,Delivery Note,items,BIO-00310,3,Nos,Central Warehouse - ENXI,870386
DN-DEMO-000184,Delivery Note,items,WC-RED-060,3,Nos,Central Warehouse - ENXI,2291904
DN-DEMO-000185,Delivery Note,items,BIO-00041,3,Nos,Central Warehouse - ENXI,930960
DN-DEMO-000186,Delivery Note,items,BIO-00316,5,Nos,Central Warehouse - ENXI,1579578
DN-DEMO-000187,Delivery Note,items,BIO-00086,1,Nos,Central Warehouse - ENXI,2100844
DN-DEMO-000188,Delivery Note,items,BIO-00355,3,Nos,Central Warehouse - ENXI,1491696
DN-DEMO-000189,Delivery Note,items,BIO-00460,5,Nos,Central Warehouse - ENXI,292790
DN-DEMO-000190,Delivery Note,items,BIO-00342,5,Nos,Central Warehouse - ENXI,1323342
DN-DEMO-000191,Delivery Note,items,BIO-00500,1,Nos,Central Warehouse - ENXI,766425
DN-DEMO-000192,Delivery Note,items,BIO-00193,3,Nos,Central Warehouse - ENXI,1564168
DN-DEMO-000193,Delivery Note,items,BIO-00312,1,Nos,Central Warehouse - ENXI,1630370
DN-DEMO-000194,Delivery Note,items,BIO-00177,5,Nos,Central Warehouse - ENXI,795808
DN-DEMO-000195,Delivery Note,items,BIO-00322,2,Nos,Central Warehouse - ENXI,457270
DN-DEMO-000196,Delivery Note,items,BIO-00113,3,Nos,Central Warehouse - ENXI,2283439
DN-DEMO-000197,Delivery Note,items,BIO-00339,1,Nos,Central Warehouse - ENXI,2347353
DN-DEMO-000198,Delivery Note,items,BIO-00438,1,Nos,Central Warehouse - ENXI,3121654
DN-DEMO-000199,Delivery Note,items,BIO-00101,5,Nos,Central Warehouse - ENXI,322758
DN-DEMO-000200,Delivery Note,items,BIO-00133,4,Nos,Central Warehouse - ENXI,843053
DN-DEMO-000201,Delivery Note,items,BIO-00066,5,Nos,Central Warehouse - ENXI,3474356
DN-DEMO-000202,Delivery Note,items,BIO-00160,2,Nos,Central Warehouse - ENXI,481159
DN-DEMO-000203,Delivery Note,items,BIO-00358,3,Nos,Central Warehouse - ENXI,2458508
DN-DEMO-000204,Delivery Note,items,BIO-00428,2,Nos,Central Warehouse - ENXI,3250794
DN-DEMO-000205,Delivery Note,items,BIO-00027,5,Nos,Central Warehouse - ENXI,3134933
DN-DEMO-000206,Delivery Note,items,BIO-00089,1,Nos,Central Warehouse - ENXI,2210110
DN-DEMO-000207,Delivery Note,items,BIO-00080,4,Nos,Central Warehouse - ENXI,860305
DN-DEMO-000208,Delivery Note,items,BIO-00047,1,Nos,Central Warehouse - ENXI,1290351
DN-DEMO-000209,Delivery Note,items,SPR-00006,1,Nos,Central Warehouse - ENXI,874775
DN-DEMO-000210,Delivery Note,items,BIO-00043,3,Nos,Central Warehouse - ENXI,2739024
DN-DEMO-000211,Delivery Note,items,BIO-00186,2,Nos,Central Warehouse - ENXI,276382
DN-DEMO-000212,Delivery Note,items,BIO-00165,2,Nos,Central Warehouse - ENXI,213541
DN-DEMO-000213,Delivery Note,items,BIO-00031,3,Nos,Central Warehouse - ENXI,1295006
DN-DEMO-000214,Delivery Note,items,BIO-00277,4,Nos,Central Warehouse - ENXI,2284825
DN-DEMO-000215,Delivery Note,items,BIO-00390,1,Nos,Central Warehouse - ENXI,249030
DN-DEMO-000216,Delivery Note,items,BIO-00426,4,Nos,Central Warehouse - ENXI,1562308
DN-DEMO-000217,Delivery Note,items,BIO-00328,3,Nos,Central Warehouse - ENXI,2833523
DN-DEMO-000218,Delivery Note,items,BIO-00161,3,Nos,Central Warehouse - ENXI,1965196
DN-DEMO-000219,Delivery Note,items,BIO-00426,4,Nos,Central Warehouse - ENXI,1045647
DN-DEMO-000220,Delivery Note,items,BIO-00456,3,Nos,Central Warehouse - ENXI,1415398
DN-DEMO-000221,Delivery Note,items,BIO-00062,5,Nos,Central Warehouse - ENXI,3162100
DN-DEMO-000222,Delivery Note,items,BIO-00352,5,Nos,Central Warehouse - ENXI,462218
DN-DEMO-000223,Delivery Note,items,SPR-00009,5,Nos,Central Warehouse - ENXI,2557988
DN-DEMO-000224,Delivery Note,items,BIO-00175,2,Nos,Central Warehouse - ENXI,281007
DN-DEMO-000225,Delivery Note,items,BIO-00158,1,Nos,Central Warehouse - ENXI,2642598
DN-DEMO-000226,Delivery Note,items,BIO-00458,1,Nos,Central Warehouse - ENXI,146082
DN-DEMO-000227,Delivery Note,items,BIO-00054,4,Nos,Central Warehouse - ENXI,2737359
DN-DEMO-000228,Delivery Note,items,BIO-00400,5,Nos,Central Warehouse - ENXI,441259
DN-DEMO-000229,Delivery Note,items,BIO-00031,5,Nos,Central Warehouse - ENXI,2719457
DN-DEMO-000230,Delivery Note,items,BIO-00082,3,Nos,Central Warehouse - ENXI,612026
DN-DEMO-000231,Delivery Note,items,BIO-00425,1,Nos,Central Warehouse - ENXI,1746586
DN-DEMO-000232,Delivery Note,items,BIO-00073,4,Nos,Central Warehouse - ENXI,2161655
DN-DEMO-000233,Delivery Note,items,BIO-00078,1,Nos,Central Warehouse - ENXI,2704238
DN-DEMO-000234,Delivery Note,items,BIO-00302,3,Nos,Central Warehouse - ENXI,2726119
DN-DEMO-000235,Delivery Note,items,BIO-00088,4,Nos,Central Warehouse - ENXI,2643267
DN-DEMO-000236,Delivery Note,items,BIO-00445,4,Nos,Central Warehouse - ENXI,662412
DN-DEMO-000237,Delivery Note,items,BIO-00317,2,Nos,Central Warehouse - ENXI,2698397
DN-DEMO-000238,Delivery Note,items,BIO-00301,5,Nos,Central Warehouse - ENXI,3403895
DN-DEMO-000239,Delivery Note,items,BIO-00045,1,Nos,Central Warehouse - ENXI,96650
DN-DEMO-000240,Delivery Note,items,BIO-00338,2,Nos,Central Warehouse - ENXI,633647
DN-DEMO-000241,Delivery Note,items,BIO-00456,3,Nos,Central Warehouse - ENXI,2114757
DN-DEMO-000242,Delivery Note,items,BIO-00436,2,Nos,Central Warehouse - ENXI,2362186
DN-DEMO-000243,Delivery Note,items,BIO-00280,1,Nos,Central Warehouse - ENXI,3000521
DN-DEMO-000244,Delivery Note,items,BIO-00081,2,Nos,Central Warehouse - ENXI,177949
DN-DEMO-000245,Delivery Note,items,BIO-00377,4,Nos,Central Warehouse - ENXI,1171269
DN-DEMO-000246,Delivery Note,items,BIO-00174,5,Nos,Central Warehouse - ENXI,2119242
DN-DEMO-000247,Delivery Note,items,BIO-00066,3,Nos,Central Warehouse - ENXI,3426672
DN-DEMO-000248,Delivery Note,items,BIO-00331,4,Nos,Central Warehouse - ENXI,562110
DN-DEMO-000249,Delivery Note,items,BIO-00359,3,Nos,Central Warehouse - ENXI,420660
DN-DEMO-000250,Delivery Note,items,BIO-00172,2,Nos,Central Warehouse - ENXI,3058232
DN-DEMO-000251,Delivery Note,items,BIO-00023,3,Nos,Central Warehouse - ENXI,2889088
DN-DEMO-000252,Delivery Note,items,BIO-00499,1,Nos,Central Warehouse - ENXI,3013263
DN-DEMO-000253,Delivery Note,items,BIO-00370,5,Nos,Central Warehouse - ENXI,1725346
DN-DEMO-000254,Delivery Note,items,BIO-00459,4,Nos,Central Warehouse - ENXI,234204
DN-DEMO-000255,Delivery Note,items,BIO-00329,1,Nos,Central Warehouse - ENXI,777722
DN-DEMO-000256,Delivery Note,items,BIO-00472,2,Nos,Central Warehouse - ENXI,1149525
DN-DEMO-000257,Delivery Note,items,WC-RED-060,3,Nos,Central Warehouse - ENXI,1310119
DN-DEMO-000258,Delivery Note,items,BIO-00135,4,Nos,Central Warehouse - ENXI,3424919
DN-DEMO-000259,Delivery Note,items,BIO-00401,5,Nos,Central Warehouse - ENXI,1480531
DN-DEMO-000260,Delivery Note,items,BIO-00414,5,Nos,Central Warehouse - ENXI,147701
DN-DEMO-000261,Delivery Note,items,BIO-00492,1,Nos,Central Warehouse - ENXI,2711555
DN-DEMO-000262,Delivery Note,items,BIO-00420,5,Nos,Central Warehouse - ENXI,2168372
DN-DEMO-000263,Delivery Note,items,BIO-00270,4,Nos,Central Warehouse - ENXI,2934887
DN-DEMO-000264,Delivery Note,items,BIO-00105,1,Nos,Central Warehouse - ENXI,443292
DN-DEMO-000265,Delivery Note,items,BIO-00169,3,Nos,Central Warehouse - ENXI,1859486
DN-DEMO-000266,Delivery Note,items,BIO-00069,2,Nos,Central Warehouse - ENXI,2209325
DN-DEMO-000267,Delivery Note,items,BIO-00298,5,Nos,Central Warehouse - ENXI,2183470
DN-DEMO-000268,Delivery Note,items,BIO-00273,4,Nos,Central Warehouse - ENXI,1507917
DN-DEMO-000269,Delivery Note,items,BIO-00403,5,Nos,Central Warehouse - ENXI,2664898
DN-DEMO-000270,Delivery Note,items,BIO-00122,1,Nos,Central Warehouse - ENXI,914041
DN-DEMO-000271,Delivery Note,items,BIO-00384,1,Nos,Central Warehouse - ENXI,1797726
DN-DEMO-000272,Delivery Note,items,BIO-00066,2,Nos,Central Warehouse - ENXI,2531258
DN-DEMO-000273,Delivery Note,items,BIO-00499,1,Nos,Central Warehouse - ENXI,459728
DN-DEMO-000274,Delivery Note,items,BIO-00419,2,Nos,Central Warehouse - ENXI,2382085
DN-DEMO-000275,Delivery Note,items,BIO-00005,3,Nos,Central Warehouse - ENXI,2071631
DN-DEMO-000276,Delivery Note,items,BIO-00348,3,Nos,Central Warehouse - ENXI,2840928
DN-DEMO-000277,Delivery Note,items,BIO-00275,1,Nos,Central Warehouse - ENXI,3211101
DN-DEMO-000278,Delivery Note,items,BIO-00362,1,Nos,Central Warehouse - ENXI,948919
DN-DEMO-000279,Delivery Note,items,BIO-00009,2,Nos,Central Warehouse - ENXI,1431062
DN-DEMO-000280,Delivery Note,items,BIO-00436,3,Nos,Central Warehouse - ENXI,2235464
