parent,parenttype,parentfield,item_code,qty,uom,warehouse,rate
PI-DEMO-000078,Purchase Invoice,items,BIO-00274,1,Nos,Central Warehouse - ENXI,2177898
PI-DEMO-000079,Purchase Invoice,items,BIO-00154,2,Nos,Central Warehouse - ENXI,1618272
PI-DEMO-000080,Purchase Invoice,items,BIO-00386,26,Nos,Central Warehouse - ENXI,2640732
PI-DEMO-000081,Purchase Invoice,items,BIO-00442,5,Nos,Central Warehouse - ENXI,1401602
PI-DEMO-000082,Purchase Invoice,items,VPT-BRK-PAD,1,Set,Central Warehouse - ENXI,2785294
PI-DEMO-000083,Purchase Invoice,items,BIO-00461,12,Nos,Central Warehouse - ENXI,28629
PI-DEMO-000084,Purchase Invoice,items,BIO-00093,28,Nos,Central Warehouse - ENXI,52299
PI-DEMO-000085,Purchase Invoice,items,BIO-00469,21,Nos,Central Warehouse - ENXI,1344094
PI-DEMO-000086,Purchase Invoice,items,BIO-00353,24,Nos,Central Warehouse - ENXI,765070
PI-DEMO-000087,Purchase Invoice,items,BIO-00316,22,Nos,Central Warehouse - ENXI,672071
PI-DEMO-000088,Purchase Invoice,items,BIO-00408,5,Nos,Central Warehouse - ENXI,2649538
PI-DEMO-000089,Purchase Invoice,items,BIO-00438,3,Nos,Central Warehouse - ENXI,509189
PI-DEMO-000090,Purchase Invoice,items,BIO-00459,28,Nos,Central Warehouse - ENXI,84249
PI-DEMO-000091,Purchase Invoice,items,BIO-00329,29,Nos,Central Warehouse - ENXI,924420
PI-DEMO-000092,Purchase Invoice,items,BIO-00319,21,Nos,Central Warehouse - ENXI,285726
PI-DEMO-000093,Purchase Invoice,items,BIO-00002,27,Nos,Central Warehouse - ENXI,2331472
PI-DEMO-000094,Purchase Invoice,items,VPT-BRK-PAD,2,Set,Central Warehouse - ENXI,205975
PI-DEMO-000095,Purchase Invoice,items,BIO-00274,23,Nos,Central Warehouse - ENXI,1704294
PI-DEMO-000096,Purchase Invoice,items,BIO-00013,12,Nos,Central Warehouse - ENXI,2803667
PI-DEMO-000097,Purchase Invoice,items,VPT-FLT-AIR,27,Nos,Central Warehouse - ENXI,2059683
PI-DEMO-000098,Purchase Invoice,items,BIO-00044,9,Nos,Central Warehouse - ENXI,2814981
PI-DEMO-000099,Purchase Invoice,items,BIO-00376,13,Nos,Central Warehouse - ENXI,2125000
PI-DEMO-000100,Purchase Invoice,items,BIO-00054,19,Nos,Central Warehouse - ENXI,1409163
PI-DEMO-000101,Purchase Invoice,items,BIO-00354,25,Nos,Central Warehouse - ENXI,2516654
PI-DEMO-000102,Purchase Invoice,items,PPE-GLV-LAT,1,Box,Central Warehouse - ENXI,2059303
PI-DEMO-000103,Purchase Invoice,items,BIO-00344,11,Nos,Central Warehouse - ENXI,2494542
PI-DEMO-000104,Purchase Invoice,items,BIO-00375,26,Nos,Central Warehouse - ENXI,2361602
PI-DEMO-000105,Purchase Invoice,items,BIO-00437,6,Nos,Central Warehouse - ENXI,626694
PI-DEMO-000106,Purchase Invoice,items,BIO-00462,27,Nos,Central Warehouse - ENXI,504346
PI-DEMO-000107,Purchase Invoice,items,SPR-00006,8,Nos,Central Warehouse - ENXI,2386780
PI-DEMO-000108,Purchase Invoice,items,BIO-00393,17,Nos,Central Warehouse - ENXI,2811602
PI-DEMO-000109,Purchase Invoice,items,BIO-00023,2,Nos,Central Warehouse - ENXI,2080829
PI-DEMO-000110,Purchase Invoice,items,WC-CHM-050,15,Nos,Central Warehouse - ENXI,1114858
PI-DEMO-000111,Purchase Invoice,items,BIO-00346,16,Nos,Central Warehouse - ENXI,793796
PI-DEMO-000112,Purchase Invoice,items,BIO-00062,18,Nos,Central Warehouse - ENXI,548769
PI-DEMO-000113,Purchase Invoice,items,BIO-00391,16,Nos,Central Warehouse - ENXI,1099995
PI-DEMO-000114,Purchase Invoice,items,BIO-00145,16,Nos,Central Warehouse - ENXI,1892663
PI-DEMO-000115,Purchase Invoice,items,BIO-00461,20,Nos,Central Warehouse - ENXI,2613347
PI-DEMO-000116,Purchase Invoice,items,BIO-00300,10,Nos,Central Warehouse - ENXI,907141
PI-DEMO-000117,Purchase Invoice,items,BIO-00191,13,Nos,Central Warehouse - ENXI,2535581
PI-DEMO-000118,Purchase Invoice,items,BIO-00091,12,Nos,Central Warehouse - ENXI,606976
PI-DEMO-000119,Purchase Invoice,items,BIO-00332,7,Nos,Central Warehouse - ENXI,258793
PI-DEMO-000120,Purchase Invoice,items,WC-BAG-050,21,Nos,Central Warehouse - ENXI,2424513
PI-DEMO-000121,Purchase Invoice,items,BIO-00196,26,Nos,Central Warehouse - ENXI,2059494
PI-DEMO-000122,Purchase Invoice,items,BIO-00046,19,Nos,Central Warehouse - ENXI,1763066
PI-DEMO-000123,Purchase Invoice,items,BIO-00190,8,Nos,Central Warehouse - ENXI,2845260
PI-DEMO-000124,Purchase Invoice,items,BIO-00340,3,Nos,Central Warehouse - ENXI,1029428
PI-DEMO-000125,Purchase Invoice,items,BIO-00111,2,Nos,Central Warehouse - ENXI,1346606
PI-DEMO-000126,Purchase Invoice,items,BIO-00068,17,Nos,Central Warehouse - ENXI,2003033
PI-DEMO-000127,Purchase Invoice,items,BIO-00121,11,Nos,Central Warehouse - ENXI,1390839
PI-DEMO-000128,Purchase Invoice,items,BIO-00372,6,Nos,Central Warehouse - ENXI,223902
PI-DEMO-000129,Purchase Invoice,items,BIO-00364,9,Nos,Central Warehouse - ENXI,2302588
PI-DEMO-000130,Purchase Invoice,items,CLN-DIS-005,17,Nos,Central Warehouse - ENXI,520132
PI-DEMO-000131,Purchase Invoice,items,BIO-00304,6,Nos,Central Warehouse - ENXI,1691773
PI-DEMO-000132,Purchase Invoice,items,BIO-00400,12,Nos,Central Warehouse - ENXI,513129
PI-DEMO-000133,Purchase Invoice,items,BIO-00311,6,Nos,Central Warehouse - ENXI,535419
PI-DEMO-000134,Purchase Invoice,items,BIO-00114,3,Nos,Central Warehouse - ENXI,1848074
PI-DEMO-000135,Purchase Invoice,items,WC-LNR-RED,11,Nos,Central Warehouse - ENXI,34368
PI-DEMO-000136,Purchase Invoice,items,BIO-00352,9,Nos,Central Warehouse - ENXI,2876366
PI-DEMO-000137,Purchase Invoice,items,BIO-00447,25,Nos,Central Warehouse - ENXI,2702345
PI-DEMO-000138,Purchase Invoice,items,BIO-00167,16,Nos,Central Warehouse - ENXI,2905991
PI-DEMO-000139,Purchase Invoice,items,CLN-SPL-KIT,25,Nos,Central Warehouse - ENXI,2359980
PI-DEMO-000140,Purchase Invoice,items,BIO-00154,7,Nos,Central Warehouse - ENXI,311566
PI-DEMO-000141,Purchase Invoice,items,BIO-00155,7,Nos,Central Warehouse - ENXI,1266380
PI-DEMO-000142,Purchase Invoice,items,BIO-00180,8,Nos,Central Warehouse - ENXI,2109833
PI-DEMO-000143,Purchase Invoice,items,BIO-00372,11,Nos,Central Warehouse - ENXI,2076486
PI-DEMO-000144,Purchase Invoice,items,BIO-00457,19,Nos,Central Warehouse - ENXI,590733
PI-DEMO-000145,Purchase Invoice,items,BIO-00026,20,Nos,Central Warehouse - ENXI,1139982
PI-DEMO-000146,Purchase Invoice,items,BIO-00394,26,Nos,Central Warehouse - ENXI,789428
PI-DEMO-000147,Purchase Invoice,items,BIO-00378,28,Nos,Central Warehouse - ENXI,1565645
PI-DEMO-000148,Purchase Invoice,items,BIO-00181,14,Nos,Central Warehouse - ENXI,782541
PI-DEMO-000149,Purchase Invoice,items,BIO-00103,19,Nos,Central Warehouse - ENXI,421691
PI-DEMO-000150,Purchase Invoice,items,BIO-00194,29,Nos,Central Warehouse - ENXI,1932446
PI-DEMO-000151,Purchase Invoice,items,BIO-00293,11,Nos,Central Warehouse - ENXI,1361606
PI-DEMO-000152,Purchase Invoice,items,BIO-00312,25,Nos,Central Warehouse - ENXI,1142508
PI-DEMO-000153,Purchase Invoice,items,BIO-00348,30,Nos,Central Warehouse - ENXI,1143808
PI-DEMO-000154,Purchase Invoice,items,BIO-00031,26,Nos,Central Warehouse - ENXI,283443
PI-DEMO-000155,Purchase Invoice,items,BIO-00075,28,Nos,Central Warehouse - ENXI,2042222
PI-DEMO-000156,Purchase Invoice,items,BIO-00337,7,Nos,Central Warehouse - ENXI,1463505
PI-DEMO-000157,Purchase Invoice,items,BIO-00077,4,Nos,Central Warehouse - ENXI,6358
PI-DEMO-000158,Purchase Invoice,items,BIO-00428,3,Nos,Central Warehouse - ENXI,2118329
PI-DEMO-000159,Purchase Invoice,items,BIO-00333,14,Nos,Central Warehouse - ENXI,2564459
PI-DEMO-000160,Purchase Invoice,items,BIO-00080,25,Nos,Central Warehouse - ENXI,2633080
PI-DEMO-000161,Purchase Invoice,items,PPE-BOT-001,11,Pair,Central Warehouse - ENXI,881879
PI-DEMO-000162,Purchase Invoice,items,BIO-00426,17,Nos,Central Warehouse - ENXI,2660363
PI-DEMO-000163,Purchase Invoice,items,BIO-00046,11,Nos,Central Warehouse - ENXI,2095489
PI-DEMO-000164,Purchase Invoice,items,BIO-00154,15,Nos,Central Warehouse - ENXI,1550007
PI-DEMO-000165,Purchase Invoice,items,BIO-00348,3,Nos,Central Warehouse - ENXI,1728705
PI-DEMO-000166,Purchase Invoice,items,BIO-00083,13,Nos,Central Warehouse - ENXI,786413
PI-DEMO-000167,Purchase Invoice,items,BIO-00484,11,Nos,Central Warehouse - ENXI,1190979
PI-DEMO-000168,Purchase Invoice,items,BIO-00002,30,Nos,Central Warehouse - ENXI,746535
PI-DEMO-000169,Purchase Invoice,items,BIO-00175,23,Nos,Central Warehouse - ENXI,1051846
PI-DEMO-000170,Purchase Invoice,items,BIO-00382,23,Nos,Central Warehouse - ENXI,711925
PI-DEMO-000171,Purchase Invoice,items,BIO-00128,19,Nos,Central Warehouse - ENXI,1193740
PI-DEMO-000172,Purchase Invoice,items,BIO-00447,28,Nos,Central Warehouse - ENXI,350137
PI-DEMO-000173,Purchase Invoice,items,BIO-00360,10,Nos,Central Warehouse - ENXI,961305
PI-DEMO-000174,Purchase Invoice,items,BIO-00197,30,Nos,Central Warehouse - ENXI,260793
PI-DEMO-000175,Purchase Invoice,items,VPT-BAT-12V,22,Nos,Central Warehouse - ENXI,208484
PI-DEMO-000176,Purchase Invoice,items,BIO-00026,26,Nos,Central Warehouse - ENXI,1048385
PI-DEMO-000177,Purchase Invoice,items,BIO-00027,15,Nos,Central Warehouse - ENXI,2425184
PI-DEMO-000178,Purchase Invoice,items,SPR-00001,7,Nos,Central Warehouse - ENXI,1415226
PI-DEMO-000179,Purchase Invoice,items,BIO-00133,21,Nos,Central Warehouse - ENXI,358725
PI-DEMO-000180,Purchase Invoice,items,BIO-00486,6,Nos,Central Warehouse - ENXI,694480
PI-DEMO-000181,Purchase Invoice,items,BIO-00055,16,Nos,Central Warehouse - ENXI,1417981
PI-DEMO-000182,Purchase Invoice,items,BIO-00197,17,Nos,Central Warehouse - ENXI,175004
PI-DEMO-000183,Purchase Invoice,items,BIO-00130,22,Nos,Central Warehouse - ENXI,360765
PI-DEMO-000184,Purchase Invoice,items,BIO-00483,11,Nos,Central Warehouse - ENXI,1132176
PI-DEMO-000185,Purchase Invoice,items,BIO-00112,22,Nos,Central Warehouse - ENXI,827024
PI-DEMO-000186,Purchase Invoice,items,BIO-00185,24,Nos,Central Warehouse - ENXI,52228
PI-DEMO-000187,Purchase Invoice,items,BIO-00175,20,Nos,Central Warehouse - ENXI,282932
PI-DEMO-000188,Purchase Invoice,items,BIO-00375,25,Nos,Central Warehouse - ENXI,1340556
PI-DEMO-000189,Purchase Invoice,items,BIO-00350,20,Nos,Central Warehouse - ENXI,415333
PI-DEMO-000190,Purchase Invoice,items,VPT-COL-005,18,Nos,Central Warehouse - ENXI,715357
PI-DEMO-000191,Purchase Invoice,items,BIO-00169,6,Nos,Central Warehouse - ENXI,1275642
PI-DEMO-000192,Purchase Invoice,items,BIO-00044,27,Nos,Central Warehouse - ENXI,2453733
PI-DEMO-000193,Purchase Invoice,items,BIO-00370,4,Nos,Central Warehouse - ENXI,2728516
PI-DEMO-000194,Purchase Invoice,items,BIO-00311,19,Nos,Central Warehouse - ENXI,2548977
PI-DEMO-000195,Purchase Invoice,items,BIO-00058,10,Nos,Central Warehouse - ENXI,462538
PI-DEMO-000196,Purchase Invoice,items,BIO-00403,3,Nos,Central Warehouse - ENXI,908143
PI-DEMO-000197,Purchase Invoice,items,BIO-00374,23,Nos,Central Warehouse - ENXI,1664680
PI-DEMO-000198,Purchase Invoice,items,BIO-00062,10,Nos,Central Warehouse - ENXI,706856
PI-DEMO-000199,Purchase Invoice,items,BIO-00079,1,Nos,Central Warehouse - ENXI,506778
PI-DEMO-000200,Purchase Invoice,items,BIO-00016,4,Nos,Central Warehouse - ENXI,1888878
PI-DEMO-000201,Purchase Invoice,items,BIO-00078,2,Nos,Central Warehouse - ENXI,2597947
PI-DEMO-000202,Purchase Invoice,items,BIO-00155,23,Nos,Central Warehouse - ENXI,1289089
PI-DEMO-000203,Purchase Invoice,items,BIO-00276,17,Nos,Central Warehouse - ENXI,2183937
PI-DEMO-000204,Purchase Invoice,items,BIO-00187,20,Nos,Central Warehouse - ENXI,1247445
PI-DEMO-000205,Purchase Invoice,items,BIO-00372,18,Nos,Central Warehouse - ENXI,616540
PI-DEMO-000206,Purchase Invoice,items,BIO-00500,26,Nos,Central Warehouse - ENXI,2516486
PI-DEMO-000207,Purchase Invoice,items,BIO-00357,13,Nos,Central Warehouse - ENXI,1917557
PI-DEMO-000208,Purchase Invoice,items,BIO-00053,30,Nos,Central Warehouse - ENXI,1746766
PI-DEMO-000209,Purchase Invoice,items,BIO-00374,21,Nos,Central Warehouse - ENXI,2419414
PI-DEMO-000210,Purchase Invoice,items,BIO-00098,26,Nos,Central Warehouse - ENXI,627688
PI-DEMO-000211,Purchase Invoice,items,BIO-00354,1,Nos,Central Warehouse - ENXI,399391
PI-DEMO-000212,Purchase Invoice,items,BIO-00032,17,Nos,Central Warehouse - ENXI,1320218
PI-DEMO-000213,Purchase Invoice,items,BIO-00053,12,Nos,Central Warehouse - ENXI,1689303
PI-DEMO-000214,Purchase Invoice,items,BIO-00473,8,Nos,Central Warehouse - ENXI,1216092
PI-DEMO-000215,Purchase Invoice,items,BIO-00129,30,Nos,Central Warehouse - ENXI,52382
PI-DEMO-000216,Purchase Invoice,items,BIO-00470,24,Nos,Central Warehouse - ENXI,1056617
PI-DEMO-000217,Purchase Invoice,items,SPR-00002,16,Nos,Central Warehouse - ENXI,343061
PI-DEMO-000218,Purchase Invoice,items,BIO-00006,5,Nos,Central Warehouse - ENXI,1313882
PI-DEMO-000219,Purchase Invoice,items,BIO-00082,8,Nos,Central Warehouse - ENXI,2252406
PI-DEMO-000220,Purchase Invoice,items,BIO-00428,2,Nos,Central Warehouse - ENXI,1880339
PI-DEMO-000221,Purchase Invoice,items,BIO-00016,10,Nos,Central Warehouse - ENXI,565118
PI-DEMO-000222,Purchase Invoice,items,BIO-00343,30,Nos,Central Warehouse - ENXI,2773416
PI-DEMO-000223,Purchase Invoice,items,BIO-00346,23,Nos,Central Warehouse - ENXI,1789816
PI-DEMO-000224,Purchase Invoice,items,BIO-00155,2,Nos,Central Warehouse - ENXI,2261568
PI-DEMO-000225,Purchase Invoice,items,BIO-00460,5,Nos,Central Warehouse - ENXI,315235
PI-DEMO-000226,Purchase Invoice,items,BIO-00351,11,Nos,Central Warehouse - ENXI,749091
PI-DEMO-000227,Purchase Invoice,items,BIO-00027,1,Nos,Central Warehouse - ENXI,1011754
PI-DEMO-000228,Purchase Invoice,items,BIO-00019,29,Nos,Central Warehouse - ENXI,1553948
PI-DEMO-000229,Purchase Invoice,items,BIO-00371,22,Nos,Central Warehouse - ENXI,2510147
PI-DEMO-000230,Purchase Invoice,items,BIO-00146,26,Nos,Central Warehouse - ENXI,1938067
PI-DEMO-000231,Purchase Invoice,items,BIO-00142,6,Nos,Central Warehouse - ENXI,1813532
PI-DEMO-000232,Purchase Invoice,items,BIO-00472,3,Nos,Central Warehouse - ENXI,1832857
PI-DEMO-000233,Purchase Invoice,items,BIO-00362,7,Nos,Central Warehouse - ENXI,2489936
PI-DEMO-000234,Purchase Invoice,items,BIO-00451,14,Nos,Central Warehouse - ENXI,2976683
PI-DEMO-000235,Purchase Invoice,items,BIO-00301,11,Nos,Central Warehouse - ENXI,2933644
PI-DEMO-000236,Purchase Invoice,items,BIO-00303,22,Nos,Central Warehouse - ENXI,434182
PI-DEMO-000237,Purchase Invoice,items,BIO-00314,7,Nos,Central Warehouse - ENXI,1599900
PI-DEMO-000238,Purchase Invoice,items,BIO-00339,6,Nos,Central Warehouse - ENXI,1927447
PI-DEMO-000239,Purchase Invoice,items,BIO-00011,16,Nos,Central Warehouse - ENXI,167146
PI-DEMO-000240,Purchase Invoice,items,BIO-00352,29,Nos,Central Warehouse - ENXI,974623
PI-DEMO-000241,Purchase Invoice,items,BIO-00414,21,Nos,Central Warehouse - ENXI,969321
PI-DEMO-000242,Purchase Invoice,items,BIO-00333,20,Nos,Central Warehouse - ENXI,1540714
PI-DEMO-000243,Purchase Invoice,items,BIO-00439,3,Nos,Central Warehouse - ENXI,1788873
PI-DEMO-000244,Purchase Invoice,items,BIO-00042,21,Nos,Central Warehouse - ENXI,802321
PI-DEMO-000245,Purchase Invoice,items,BIO-00160,23,Nos,Central Warehouse - ENXI,1961669
PI-DEMO-000246,Purchase Invoice,items,BIO-00004,27,Nos,Central Warehouse - ENXI,1968815
PI-DEMO-000247,Purchase Invoice,items,CLN-DIS-005,12,Nos,Central Warehouse - ENXI,26210
PI-DEMO-000248,Purchase Invoice,items,BIO-00145,22,Nos,Central Warehouse - ENXI,2424256
PI-DEMO-000249,Purchase Invoice,items,BIO-00419,12,Nos,Central Warehouse - ENXI,1913390
PI-DEMO-000250,Purchase Invoice,items,WC-YEL-120,23,Nos,Central Warehouse - ENXI,1739472
